,URL,Blocking Quotient
14245,w3.nhjh.tp.edu.tw,Often inaccessible
14246,w3.ntttc.edu.tw,Sometimes inaccessible
14247,w3.ocit.edu.tw,Often inaccessible
14248,w3.pcjh.tp.edu.tw,Inaccessible more often than not
14249,w3.sups.tp.edu.tw,Almost always inaccessible
14250,w3.to,Almost always inaccessible
14251,w3.trdi.edu.tw,Sometimes inaccessible
14252,w3.trib.com,Almost always inaccessible
14253,w3.ttnn.com,Inaccessible significantly more often than not
14254,w3.yjjh.tp.edu.tw,Inaccessible significantly more often than not
14255,w33.hey.to,Almost always inaccessible
14256,w3fp.arizona.edu,Sometimes inaccessible
14257,w3m.ptpolice.gov.tw,Inaccessible significantly more often than not
14258,w3o.ptpolice.gov.tw,Inaccessible more often than not
14259,w4.kcg.gov.tw,Inaccessible significantly more often than not
14260,w5.nihs.tp.edu.tw,Sometimes inaccessible
14261,www.w66w.com,Almost always inaccessible
14262,www.wa.bahai.org.au,Inaccessible significantly more often than not
14263,www.wacoal.com.tw,Inaccessible more often than not
14264,www.wacotrib.com,Sometimes inaccessible
14265,www.waddenadviesraad.org,Inaccessible significantly more often than not
14266,wade2000hk.netfirms.com,Almost always inaccessible
14267,www.waeb.uscourts.gov,Almost always inaccessible
14268,www.waed.uscourts.gov,Almost always inaccessible
14269,wafer.hyd.ncku.edu.tw,Sometimes inaccessible
14270,www.waggaslifefm.com,Inaccessible significantly more often than not
14271,wagner.zo.ntu.edu.tw,Often inaccessible
14272,www.waha.gov.tw,Inaccessible significantly more often than not
14273,waha.uhome.net,Almost always inaccessible
14274,wahartdesign.8m.com,Inaccessible in every test
14275,www.wahooid.com,Sometimes inaccessible
14276,www.wahtatweb.com.hk,Sometimes inaccessible
14277,www.wahyancats.com,Almost always inaccessible
14278,waisam.tripod.com,Almost always inaccessible
14279,waitingyou.uhome.net,Inaccessible in every test
14280,waiway.uhome.net,Inaccessible in every test
14281,www.wakeup.com.tw,Sometimes inaccessible
14282,www.walburga.org,Often inaccessible
14283,walegan.8m.com,Almost always inaccessible
14284,www.waliy.net,Almost always inaccessible
14285,walk.to,Inaccessible in every test
14286,www.walkchina.com,Inaccessible significantly more often than not
14287,www.walkerschapel.org,Sometimes inaccessible
14288,www.walker-taiwan.com,Inaccessible more often than not
14289,www.walkwiththeking.org,Sometimes inaccessible
14290,wallpaper.cn91.com,Inaccessible more often than not
14291,www.wallpaper.com.tw,Inaccessible more often than not
14292,wallpaper.sunnyho.net,Inaccessible in every test
14293,wally.rit.edu,Sometimes inaccessible
14294,www.walnutgrovebaptist.com,Sometimes inaccessible
14295,www.walstreet.com,Inaccessible significantly more often than not
14296,wam.sfps.tpc.edu.tw,Sometimes inaccessible
14297,wanab.free.fr,Sometimes inaccessible
14298,wanban.twan.com.tw,Inaccessible more often than not
14299,www.wanfaiyin.com,Sometimes inaccessible
14300,www.wanfulong.com,Almost always inaccessible
14301,wang.ntntc.edu.tw,Sometimes inaccessible
14302,wangapeka.nelson.org.nz,Sometimes inaccessible
14303,www.wangbao.com,Inaccessible significantly more often than not
14304,wangchieh.virtualave.net,Inaccessible in every test
14305,wangfei.iscool.net,Inaccessible in every test
14306,www.wangfeis.yes8.com,Sometimes inaccessible
14307,www.wang-gin.com.tw,Sometimes inaccessible
14308,www.wangjiajiangcai.com,Sometimes inaccessible
14309,wanglihong2000.free.fr,Sometimes inaccessible
14310,www.wangpu.com,Inaccessible significantly more often than not
14311,wangtao.homepage.nu,Inaccessible more often than not
14312,www.wanguoschool.com,Sometimes inaccessible
14313,wangyd.8d8d.net,Almost always inaccessible
14314,wangzhanfu.myetang.com,Sometimes inaccessible
14315,www.wanhua.health.gov.tw,Inaccessible more often than not
14316,www.wani.com.tw,Sometimes inaccessible
14317,www.wanjia.cc,Almost always inaccessible
14318,www.wanli.tpc.gov.tw,Inaccessible significantly more often than not
14319,www.wanli152.com,Sometimes inaccessible
14320,wanna.virtualave.net,Inaccessible in every test
14321,wanyanming.k12.net.cn,Sometimes inaccessible
14322,www.wanyuherb.bizland.com,Inaccessible significantly more often than not
14323,www.wanzhong.cc,Almost always inaccessible
14324,wap4u.hongkong.com,Sometimes inaccessible
14325,www.wapsite.com.hk,Sometimes inaccessible
14326,wapwap.uhome.net,Inaccessible in every test
14327,war0060.tripod.com,Inaccessible in every test
14328,www.warez.net,Almost always inaccessible
14329,warez.slashdot.org,Inaccessible in every test
14330,wargame.yes8.com,Inaccessible more often than not
14331,warliberal.com,Sometimes inaccessible
14332,www.warrens.net,Almost always inaccessible
14333,www.warship.com.tw,Sometimes inaccessible
14334,www.war-stories.com,Sometimes inaccessible
14335,www.wartburg.edu,Inaccessible more often than not
14336,www.wartburgseminary.edu,Sometimes inaccessible
14337,www.wartimes.cjb.net,Almost always inaccessible
14338,www.washington-ch.lib.oh.us,Often inaccessible
14339,washingtonpost.com,Sometimes inaccessible
14340,www.washingtonpost.com,Sometimes inaccessible
14341,waste.epa.gov.tw,Inaccessible more often than not
14342,www.wasteprocess.com,Almost always inaccessible
14343,watang.uhome.net,Almost always inaccessible
14344,www.watchstrap.org,Almost always inaccessible
14345,www.water.gov.tw,Almost always inaccessible
14346,watercity.cjb.net,Inaccessible in every test
14347,waterfordcommunitychurch.org,Sometimes inaccessible
14348,www.waterloomb.org,Sometimes inaccessible
14349,www.wateronline.net,Almost always inaccessible
14350,waterrocket.in2000.com,Almost always inaccessible
14351,watsonhu.idv.tw,Sometimes inaccessible
14352,www.watsonwyatt-taiwan.com,Almost always inaccessible
14353,watthai.net,Almost always inaccessible
14354,www.wausharaargus.com,Sometimes inaccessible
14355,www.waveney.gov.uk,Sometimes inaccessible
14356,wawah.uhome.net,Inaccessible significantly more often than not
14357,www.wawb.uscourts.gov,Almost always inaccessible
14358,www.wawd.uscourts.gov,Almost always inaccessible
14359,www.wawo.cjb.net,Almost always inaccessible
14360,way.to,Inaccessible more often than not
14361,www.waymarks.com,Inaccessible significantly more often than not
14362,www.wayne.com.tw.ro,Almost always inaccessible
14363,wbc.com.tw,Sometimes inaccessible
14364,www.wbj.pl,Sometimes inaccessible
14365,www.wblshoes.com,Inaccessible more often than not
14366,wbsi.ilc.edu.tw,Sometimes inaccessible
14367,www.wbtchina.com,Almost always inaccessible
14368,www.wca.gov.tw,Sometimes inaccessible
14369,www.wca09.gov.tw,Inaccessible more often than not
14370,wcboard.tripod.com,Almost always inaccessible
14371,wccc.faithweb.com,Almost always inaccessible
14372,www.wcchurchofchrist.homestead.com,Often inaccessible
14373,www.wces.tp.edu.tw,Sometimes inaccessible
14374,www.wces.ylc.edu.tw,Sometimes inaccessible
14375,wchannel.uhome.net,Inaccessible in every test
14376,www.wcjc.org,Almost always inaccessible
14377,www.wcjhs.tp.edu.tw,Inaccessible more often than not
14378,www.wcly.com,Almost always inaccessible
14379,www.wcoc.org,Almost always inaccessible
14380,www.wcps.tcc.edu.tw,Inaccessible more often than not
14381,www.wcr.com,Sometimes inaccessible
14382,www.wcrd.homestead.com,Sometimes inaccessible
14383,wcsyaa.net,Sometimes inaccessible
14384,www.wctrib.com,Often inaccessible
14385,wdance.cyberstage.com.tw,Inaccessible more often than not
14386,www.wdcdgdc.org,Almost always inaccessible
14387,www.wdk.com.cn,Sometimes inaccessible
14388,www.wdtheater.cjb.net,Almost always inaccessible
14389,weakestlinkhk.uhome.net,Inaccessible in every test
14390,www.weakyau.com,Almost always inaccessible
14391,www.wealthygroup.com,Almost always inaccessible
14392,www.wealthypacific.com,Almost always inaccessible
14393,www.wearefamily.com.tw,Inaccessible significantly more often than not
14394,www.wearehis.com,Almost always inaccessible
14395,www.wearvalley.gov.uk,Sometimes inaccessible
14396,weather.china.com.cn,Inaccessible significantly more often than not
14397,weather.uhome.net,Almost always inaccessible
14398,web.amb-chine.fr,Often inaccessible
14399,web.amnesty.org,Almost always inaccessible
14400,www.web.amnesty.org,Almost always inaccessible
14401,www.web.apc.org,Sometimes inaccessible
14402,web.ckitc.edu.tw,Sometimes inaccessible
14403,web.domaindlx.com,Often inaccessible
14404,web.iim.nctu.edu.tw,Sometimes inaccessible
14405,web.ilmuse.gov.tw,Sometimes inaccessible
14406,web.im.stut.edu.tw,Sometimes inaccessible
14407,web.im.tku.edu.tw,Sometimes inaccessible
14408,web.marshall.edu,Often inaccessible
14409,web.media.mit.edu,Sometimes inaccessible
14410,web.mit.edu,Often inaccessible
14411,web.ntsh.ntct.edu.tw,Inaccessible more often than not
14412,web.phc.edu.tw,Sometimes inaccessible
14413,web.singnet.com.sg,Almost always inaccessible
14414,web.snowhill.com,Inaccessible significantly more often than not
14415,web.star-telegram.com,Almost always inaccessible
14416,web.tiscali.it,Inaccessible significantly more often than not
14417,web.tiscalinet.it,Inaccessible more often than not
14418,web0001.netfirms.com,Almost always inaccessible
14419,web2.tces.tpc.edu.tw,Sometimes inaccessible
14420,www.web2us.com,Almost always inaccessible
14421,web3.csit.edu.tw,Inaccessible more often than not
14422,www.web4net.com,Inaccessible more often than not
14423,web888.net,Sometimes inaccessible
14424,www.webages.com,Almost always inaccessible
14425,webalias.com,Often inaccessible
14426,www.webbsp.com.tw,Often inaccessible
14427,webcatt.com,Sometimes inaccessible
14428,webcoast.com,Sometimes inaccessible
14429,www.web-collect.com,Almost always inaccessible
14430,webct.atlantic.edu:8900,Often inaccessible
14431,weber.tn.edu.tw,Sometimes inaccessible
14432,weber.ucsd.edu,Sometimes inaccessible
14433,www.webfanclub.net,Almost always inaccessible
14434,www.webginseng.com,Almost always inaccessible
14435,www.web-hk.com,Almost always inaccessible
14436,www.web-holidays.com,Sometimes inaccessible
14437,www.webinhk.com,Inaccessible significantly more often than not
14438,webiz.bz,Sometimes inaccessible
14439,weblech.sourceforge.net,Inaccessible in every test
14440,weblist.ncue.edu.tw,Sometimes inaccessible
14441,www.webonautics.com,Sometimes inaccessible
14442,webpages.ursinus.edu,Sometimes inaccessible
14443,www.webpipe.com,Almost always inaccessible
14444,www.websanxin.com,Sometimes inaccessible
14445,www.websen.net,Sometimes inaccessible
14446,webserv1.discoverhongkong.com,Sometimes inaccessible
14447,website.lineone.net,Sometimes inaccessible
14448,websitebiling.com,Almost always inaccessible
14449,www.websitesaboutchina.com,Almost always inaccessible
14450,websrv.doh.gov.tw,Inaccessible significantly more often than not
14451,websrv.nioerar.edu.tw:8080,Inaccessible significantly more often than not
14452,webssshk.uhome.net,Inaccessible significantly more often than not
14453,www.websti.net,Almost always inaccessible
14454,www.web-style.com,Almost always inaccessible
14455,www.webtaiwan.com,Inaccessible more often than not
14456,webtitle.chemistry.pu.edu.tw,Inaccessible more often than not
14457,wechurch.click2site.com,Inaccessible in every test
14458,www.we-compute.com,Inaccessible significantly more often than not
14459,wedding-card.net,Inaccessible in every test
14460,www.wedding-china.com,Almost always inaccessible
14461,www.weddingcorridor.com,Almost always inaccessible
14462,www.wedo.org,Almost always inaccessible
14463,www.weds2.homestead.com,Often inaccessible
14464,weekendwarrior.uhome.net,Inaccessible in every test
14465,www.weeklypostnc.com,Inaccessible more often than not
14466,www.weewet.net,Almost always inaccessible
14467,www.wefcyouth.bizland.com,Inaccessible significantly more often than not
14468,wefly.com.tw,Inaccessible more often than not
14469,www.wefunkradio.com,Inaccessible significantly more often than not
14470,wei42.tw.to,Sometimes inaccessible
14471,wei-cheng.virtualave.net,Almost always inaccessible
14472,www.weigong.org.tw,Sometimes inaccessible
14473,weihaionline.net,Sometimes inaccessible
14474,www.weihai-window.com,Almost always inaccessible
14475,www.weilin.com.tw,Sometimes inaccessible
14476,www.weinmeisterei.de,Almost always inaccessible
14477,www.weiqinet.com,Almost always inaccessible
14478,www.weisa.com,Almost always inaccessible
14479,www.weituocamphor.com,Almost always inaccessible
14480,weiyan.uhome.net,Almost always inaccessible
14481,www.weiyangoil.com,Almost always inaccessible
14482,www.weizhao.com.hk.ro,Almost always inaccessible
14483,welcome.to,Almost always inaccessible
14484,www.welcome.to,Almost always inaccessible
14485,www.welcomehallmission.com,Almost always inaccessible
14486,www.welcomehomemag.com,Almost always inaccessible
14487,www.welcomelee.org,Almost always inaccessible
14488,www.welcomewherever.com,Almost always inaccessible
14489,weleague.uhome.net,Almost always inaccessible
14490,www.welfarelottery.net,Inaccessible in every test
14491,well.taipei-elife.net,Inaccessible significantly more often than not
14492,www.welltechpacific.com,Almost always inaccessible
14493,www.well-trading.com,Almost always inaccessible
14494,www.wellwiz.com.tw,Sometimes inaccessible
14495,www.wels.net,Sometimes inaccessible
14496,wembley.fortunecity.com,Almost always inaccessible
14497,www.wemu.org,Sometimes inaccessible
14498,www.wenbao.com.cn,Often inaccessible
14499,wenholiao.cyberstage.com.tw,Inaccessible more often than not
14500,www.wenjun-china.com,Sometimes inaccessible
14501,www.wenonahpresbyterian.org,Almost always inaccessible
14502,www.wenpin.com.tw,Sometimes inaccessible
14503,wensin.bizland.com,Inaccessible in every test
14504,wentong.ebigchina.com,Sometimes inaccessible
14505,www.wenworld.com,Sometimes inaccessible
14506,www.wenxucity.com,Almost always inaccessible
14507,wenxuecity.com,Almost always inaccessible
14508,www.wenxuecity.com,Almost always inaccessible
14509,wenyinan.coc.cc,Almost always inaccessible
14510,weonewon.uspace.net,Inaccessible in every test
14511,www.we-q.net,Almost always inaccessible
14512,were-wolf.hypermart.net,Almost always inaccessible
14513,werkl.in2000.com,Almost always inaccessible
14514,wesleyday.freeyellow.com,Inaccessible in every test
14515,www.wesleyunited.org,Sometimes inaccessible
14516,www.westarkchurchofchrist.org,Almost always inaccessible
14517,www.west-cheshire.ac.uk,Sometimes inaccessible
14518,www.westchesterbaptistchurch.org,Almost always inaccessible
14519,www.westchina.com,Almost always inaccessible
14520,www.westernjubilee.com,Sometimes inaccessible
14521,www.westernwheel.com,Inaccessible more often than not
14522,www.westerwin.org,Sometimes inaccessible
14523,www.west-fly.com,Almost always inaccessible
14524,www.westibi.com,Almost always inaccessible
14525,www.westin-shanghai.com,Sometimes inaccessible
14526,www.westmin.org,Almost always inaccessible
14527,www.west-norfolk.gov.uk,Sometimes inaccessible
14528,www.westside.mychurch.com,Sometimes inaccessible
14529,www.west-thames.ac.uk,Sometimes inaccessible
14530,westwood.fortunecity.com,Inaccessible in every test
14531,www.westwoodcofc.org,Almost always inaccessible
14532,wetcircle.com,Sometimes inaccessible
14533,wf.fhl.net,Almost always inaccessible
14534,www.wfhotel.com,Inaccessible significantly more often than not
14535,www.wforum.com,Inaccessible significantly more often than not
14536,www.wfpnews.com,Almost always inaccessible
14537,www.wfzwfz.com,Sometimes inaccessible
14538,www.wfzx.com,Sometimes inaccessible
14539,www.wgps.ptc.edu.tw,Sometimes inaccessible
14540,www.wh1hr.taipei.gov.tw,Inaccessible significantly more often than not
14541,www.wh2hr.taipei.gov.tw,Inaccessible significantly more often than not
14542,whathell.uhome.net,Almost always inaccessible
14543,www.whatisscientology.org,Often inaccessible
14544,www.whats-on.com,Often inaccessible
14545,whbac.tripod.com,Inaccessible in every test
14546,www.whbaptist.org,Almost always inaccessible
14547,wheel98.tripod.com,Inaccessible in every test
14548,www.whefc.com.cn,Sometimes inaccessible
14549,www.whereedmonton.com,Sometimes inaccessible
14550,www.whereintheworldisosamabinladen.org,Almost always inaccessible
14551,www.wheretosearch.com,Almost always inaccessible
14552,www.whes.tyc.edu.tw,Sometimes inaccessible
14553,www.whiteclouds.com,Almost always inaccessible
14554,whiteface.uhome.net,Almost always inaccessible
14555,www.whitefriars.vic.edu.au,Sometimes inaccessible
14556,whitelion.furryspace.net,Sometimes inaccessible
14557,whitenoise.localsonline.com,Inaccessible more often than not
14558,www.whiteout-movie.com,Almost always inaccessible
14559,www.whiterobedmonks.org,Sometimes inaccessible
14560,www.whitescollectables.com,Inaccessible significantly more often than not
14561,www.whithouse.com,Almost always inaccessible
14562,www.whizpro.com.tw,Sometimes inaccessible
14563,www.who.com,Inaccessible significantly more often than not
14564,www.whogivesafish.com,Inaccessible in every test
14565,www.whoopu.com,Almost always inaccessible
14566,www.whowhere.com,Inaccessible more often than not
14567,www.whowhere.lycos.com,Inaccessible significantly more often than not
14568,www.whpu.com,Almost always inaccessible
14569,www.whrnet.org,Inaccessible more often than not
14570,www.whs.tcc.edu.tw,Sometimes inaccessible
14571,www.whu.edu.cn,Sometimes inaccessible
14572,whyinfo.com,Sometimes inaccessible
14573,www.whyu.com,Almost always inaccessible
14574,wiccans.faithweb.com,Inaccessible in every test
14575,www.wichitaeagle.com,Inaccessible significantly more often than not
14576,wickedweasel.com,Sometimes inaccessible
14577,wideareatech.com,Inaccessible in every test
14578,www.wideareatech.com,Almost always inaccessible
14579,www.widecountry.com,Almost always inaccessible
14580,www.widethis.7p.com,Inaccessible significantly more often than not
14581,wideworkinggroup.com,Sometimes inaccessible
14582,widxcool.myetang.com,Sometimes inaccessible
14583,www.wieb.uscourts.gov,Almost always inaccessible
14584,www.wied.uscourts.gov,Almost always inaccessible
14585,wiem.onet.pl,Often inaccessible
14586,www.wifetrader.com,Almost always inaccessible
14587,www.wifeysworld.com,Sometimes inaccessible
14588,www.wiggernet.de,Almost always inaccessible
14589,www.wikman.com,Inaccessible significantly more often than not
14590,www.wildatstart.com,Almost always inaccessible
14591,www.wildmoon.com,Almost always inaccessible
14592,www.willowbrookchurch.org,Almost always inaccessible
14593,willyhouse.hypermart.net,Inaccessible in every test
14594,www.wimei.com,Almost always inaccessible
14595,www.wimi.com,Inaccessible significantly more often than not
14596,www.win99.idv.nu,Often inaccessible
14597,wince.itgo.com,Inaccessible in every test
14598,wince.wolfnet.com.tw,Sometimes inaccessible
14599,www.win-chances.com,Almost always inaccessible
14600,www.winchesternews.com,Inaccessible significantly more often than not
14601,www.wincs.com,Sometimes inaccessible
14602,www.windaddiction.com,Almost always inaccessible
14603,www.windastro.com,Inaccessible significantly more often than not
14604,www.windhorsefilm.com,Sometimes inaccessible
14605,window.to,Inaccessible in every test
14606,www.windows.org,Often inaccessible
14607,www.winesandvines.com,Inaccessible significantly more often than not
14608,www.winescity.com,Inaccessible significantly more often than not
14609,www.winfieldchurch.org,Sometimes inaccessible
14610,wing.yan.fan.ting.tripod.com,Inaccessible in every test
14611,www.wingchunhk.com,Sometimes inaccessible
14612,www.wingkay.com,Sometimes inaccessible
14613,www.wingram.com,Almost always inaccessible
14614,www.wingschristianacademy.cjb.net,Almost always inaccessible
14615,wingseminem.tripod.com,Almost always inaccessible
14616,wingsidol.tripod.com,Inaccessible in every test
14617,www.wings-of-hope.org,Almost always inaccessible
14618,www.wingsofisis.com,Inaccessible significantly more often than not
14619,wingswallow.faithweb.com,Inaccessible in every test
14620,www.wingweb.com.tw,Sometimes inaccessible
14621,www.winkey.net,Almost always inaccessible
14622,www.win-land.com.tw,Sometimes inaccessible
14623,winlion.yes8.com,Inaccessible more often than not
14624,winming.virtualave.net,Inaccessible in every test
14625,www.winnercap.com,Almost always inaccessible
14626,winniecartoon.50megs.com,Inaccessible in every test
14627,winning11.virtualave.net,Inaccessible in every test
14628,winonasu.virtualave.net,Inaccessible in every test
14629,www.winpro.com.tw,Often inaccessible
14630,www.win-rich.com,Almost always inaccessible
14631,www.wins99.com,Inaccessible significantly more often than not
14632,www.winscntr.com.tw,Sometimes inaccessible
14633,winsun.8m.com,Inaccessible in every test
14634,www.wins-up2000.com.tw,Almost always inaccessible
14635,www.wintel.com.tw,Inaccessible more often than not
14636,www.winwalk.com.tw,Sometimes inaccessible
14637,www.winware.com.tw,Sometimes inaccessible
14638,www.winwinnet.com,Almost always inaccessible
14639,www.winya.com.tw,Inaccessible more often than not
14640,wir-brennen.bei.t-online.de,Sometimes inaccessible
14641,wircirc.cjb.net,Almost always inaccessible
14642,www.wis.com.cn,Inaccessible more often than not
14643,www.wisdomcontrol.com,Inaccessible in every test
14644,www.wisdomtours.com,Almost always inaccessible
14645,www.wisdomworks.org,Sometimes inaccessible
14646,www.wiseguys.cc,Almost always inaccessible
14647,www.wiseliu.com,Almost always inaccessible
14648,www.wiseoldsayings.com,Almost always inaccessible
14649,www.wisewomengroups.com,Sometimes inaccessible
14650,www.wishbone.com,Inaccessible significantly more often than not
14651,www.wishnow.com,Sometimes inaccessible
14652,www.wita.bizland.com,Inaccessible more often than not
14653,witchlight.freeservers.com,Almost always inaccessible
14654,www.wits.webprovider.com,Often inaccessible
14655,www.wiw.uscourts.gov,Almost always inaccessible
14656,www.wiwd.uscourts.gov,Almost always inaccessible
14657,www.wj1es.tnc.edu.tw,Often inaccessible
14658,www.wjcs.org.hk,Sometimes inaccessible
14659,www.wjjh.tcc.edu.tw,Sometimes inaccessible
14660,www.wjjnds.com,Often inaccessible
14661,www.wjwx.net,Inaccessible in every test
14662,www.wjzg.com,Sometimes inaccessible
14663,www.wk-book.com.tw,Almost always inaccessible
14664,wking.tw.to,Sometimes inaccessible
14665,www.wleoa.org,Inaccessible significantly more often than not
14666,www.wlgsh.tp.edu.tw,Sometimes inaccessible
14667,wlhk.uhome.net,Inaccessible in every test
14668,www.wlmqz.com,Inaccessible significantly more often than not
14669,www.wlp.moj.gov.tw,Sometimes inaccessible
14670,www.wlsh.tyc.edu.tw,Sometimes inaccessible
14671,wluml.org,Often inaccessible
14672,www.wmbakerassociates.com,Sometimes inaccessible
14673,wmgunderson.fws1.com,Inaccessible in every test
14674,www.wmmeyer.com,Almost always inaccessible
14675,wnnj.k12.net.cn,Inaccessible significantly more often than not
14676,www.wobupa.com,Almost always inaccessible
14677,www.wolcottct.com,Inaccessible more often than not
14678,wolfs_moon.tripod.com,Inaccessible in every test
14679,wolfshof.tsx.org,Almost always inaccessible
14680,www.wolfson.ox.ac.uk,Sometimes inaccessible
14681,wolmi.org,Almost always inaccessible
14682,www.wolong.com.tw,Sometimes inaccessible
14683,www.womaenscaucus.org,Almost always inaccessible
14684,women.hongkong.com,Sometimes inaccessible
14685,www.women.org.cn,Sometimes inaccessible
14686,women.uhome.net,Almost always inaccessible
14687,www.women-love-shoes.com,Almost always inaccessible
14688,www.womenresources.org,Almost always inaccessible
14689,wonan.hihosting.hinet.net,Inaccessible in every test
14690,wonder.who.i.am,Inaccessible in every test
14691,www.wonderkidsonline.com,Inaccessible more often than not
14692,www.wondial.cc,Almost always inaccessible
14693,wongchunmei.uhome.net,Inaccessible in every test
14694,www.wongcpa.com.hk,Sometimes inaccessible
14695,wonghenry.homestead.com,Inaccessible more often than not
14696,wongtaisin.uhome.net,Almost always inaccessible
14697,www.wonyou.com,Almost always inaccessible
14698,www.w-oo.com,Inaccessible significantly more often than not
14699,www.wood.army.mil,Inaccessible significantly more often than not
14700,www.woodenchalice.homestead.com,Often inaccessible
14701,www.woodlandvalley.org,Inaccessible significantly more often than not
14702,www.woodroseprep.org,Sometimes inaccessible
14703,woods.uhome.net,Inaccessible in every test
14704,www.woodward.faithweb.com,Inaccessible significantly more often than not
14705,www.woow.f4w.net,Almost always inaccessible
14706,www.worcesterjcc.org,Sometimes inaccessible
14707,www.wordsoftruth.net,Sometimes inaccessible
14708,www.wordtracts.com,Almost always inaccessible
14709,work.cedi.cepd.gov.tw,Inaccessible significantly more often than not
14710,www.worker.org.hk,Almost always inaccessible
14711,www.workersect.org,Almost always inaccessible
14712,www.workitthrough.com,Almost always inaccessible
14713,www.worksafe.gov.au,Sometimes inaccessible
14714,world.altavista.com,Often inaccessible
14715,world2001.uhome.net,Almost always inaccessible
14716,www.worldbeatplanet.com,Sometimes inaccessible
14717,worldbridges.com,Sometimes inaccessible
14718,www.worldchristians.org,Sometimes inaccessible
14719,www.worldfalundafaday.org,Almost always inaccessible
14720,worldhorse.uhome.net,Inaccessible in every test
14721,www.worldmun.net,Sometimes inaccessible
14722,www.worldnews.com,Almost always inaccessible
14723,www.worldtibetday.com,Inaccessible significantly more often than not
14724,www.worldtradecom.net,Almost always inaccessible
14725,worms.iscool.net,Inaccessible in every test
14726,www.wornica.com,Almost always inaccessible
14727,www.worthymusicministries.org,Almost always inaccessible
14728,www.wouvoice.com,Almost always inaccessible
14729,wp4.gamespage.com,Inaccessible in every test
14730,wpb.tmpd.gov.tw,Inaccessible more often than not
14731,www.wphsucks.com,Inaccessible significantly more often than not
14732,www.wp-kids.com,Sometimes inaccessible
14733,www.wplume.com,Inaccessible more often than not
14734,www.wplwloo.lib.ia.us,Often inaccessible
14735,www.wpps.ntct.edu.tw,Sometimes inaccessible
14736,www.wpsy.com,Almost always inaccessible
14737,www.wpumc.org,Sometimes inaccessible
14738,wpyc.faithweb.com,Inaccessible in every test
14739,www.wqrp.org,Sometimes inaccessible
14740,www.wqxdc.com,Inaccessible significantly more often than not
14741,www.wra.gov.tw,Inaccessible more often than not
14742,www.wranb.gov.tw,Sometimes inaccessible
14743,www.wranner.org,Almost always inaccessible
14744,www.wrb.gov.tw,Sometimes inaccessible
14745,wrestling.uhome.net,Inaccessible more often than not
14746,www.wrkp.com,Inaccessible significantly more often than not
14747,www.wrongstuff.net,Inaccessible significantly more often than not
14748,www.ws.gov.tw,Inaccessible more often than not
14749,www.ws1hr.taipei.gov.tw,Inaccessible more often than not
14750,www.ws2hr.taipei.gov.tw,Inaccessible more often than not
14751,www.ws98.com,Sometimes inaccessible
14752,www.wsat.org,Inaccessible significantly more often than not
14753,wsj.org,Inaccessible in every test
14754,wslin.nicholas.8dstar.com,Inaccessible in every test
14755,wspa.iscool.net,Almost always inaccessible
14756,www.wsps.tyc.edu.tw,Inaccessible more often than not
14757,www.wszx.com,Almost always inaccessible
14758,wtalk.web4talk.com,Inaccessible in every test
14759,www.wtby-coc.org,Sometimes inaccessible
14760,www.wtc.cc.tx.us,Sometimes inaccessible
14761,www.wtcaf.com.tw,Sometimes inaccessible
14762,wthom.uhome.net,Inaccessible in every test
14763,www.wtsc.zzn.com,Inaccessible more often than not
14764,wttw.virtualave.net,Inaccessible in every test
14765,wu917.virtualave.net,Almost always inaccessible
14766,wuchou.idv.tw,Inaccessible in every test
14767,www.wuda.com,Inaccessible significantly more often than not
14768,wudi23.netfirms.com,Inaccessible in every test
14769,www.wufai.edu.tw,Sometimes inaccessible
14770,www.wufeng.gov.tw,Inaccessible more often than not
14771,www.wufenpu.com.tw,Sometimes inaccessible
14772,www.wufi.org.tw,Inaccessible significantly more often than not
14773,www.wugu.tpc.gov.tw,Inaccessible significantly more often than not
14774,www.wuhan-window.com,Inaccessible significantly more often than not
14775,wuhe.yes8.com,Inaccessible more often than not
14776,www.wuhuedu.net,Sometimes inaccessible
14777,www.wujihtcc.gov.tw,Inaccessible significantly more often than not
14778,www.wulia.tpc.gov.tw,Inaccessible significantly more often than not
14779,www.wu-long.idv.tw,Sometimes inaccessible
14780,wumanwai.tripod.com,Almost always inaccessible
14781,wuqing.isCool.net,Inaccessible in every test
14782,www.wusanda.com,Inaccessible more often than not
14783,wushu.d2g.com,Almost always inaccessible
14784,www.wushu-china.com,Inaccessible significantly more often than not
14785,www.wusong.org,Sometimes inaccessible
14786,www.wutaishangreathotel-xz.com,Almost always inaccessible
14787,wutata.in2000.com,Inaccessible in every test
14788,www.wutongju.net,Almost always inaccessible
14789,wuwong.co-ltd.net,Inaccessible in every test
14790,wuwu.uhome.net,Inaccessible more often than not
14791,www.wuxibank.com.cn,Inaccessible significantly more often than not
14792,www.wuxi-channel.net,Sometimes inaccessible
14793,www.wvkr.org,Inaccessible more often than not
14794,ww.domaindlx.com,Often inaccessible
14795,ww.furnation.com,Inaccessible significantly more often than not
14796,ww1.cnd.org,Inaccessible in every test
14797,ww2.epa.gov.tw,Inaccessible significantly more often than not
14798,ww6.duoweinews.com,Almost always inaccessible
14799,ww7.duoweinews.com,Inaccessible significantly more often than not
14800,www.wwcn.com,Almost always inaccessible
14801,www.wwcw.org,Inaccessible significantly more often than not
14802,wwe.com,Sometimes inaccessible
14803,wwes.tnc.edu.tw,Sometimes inaccessible
